epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,13271.7,1.05283,1.17531,1.39364,0.75272,0.71105,0.76369,0.45298,1.40129,1.1243,1.73171,0.000410942,0.000410942,0.000410942
62,13508.5,1.05285,1.1703,1.39221,0.75585,0.71255,0.76574,0.45012,1.40698,1.12169,1.73754,0.000397568,0.000397568,0.000397568
63,13750.7,1.04069,1.14312,1.38082,0.76878,0.70736,0.76843,0.45428,1.40377,1.11311,1.73555,0.000384344,0.000384344,0.000384344
64,14001.7,1.03209,1.14504,1.37924,0.75383,0.70753,0.76687,0.45434,1.40371,1.11019,1.73313,0.000371283,0.000371283,0.000371283
65,14244.3,1.02839,1.1315,1.37809,0.76959,0.69672,0.76914,0.45625,1.40701,1.11186,1.73596,0.000358399,0.000358399,0.000358399
66,14486.1,1.02628,1.12391,1.36886,0.75421,0.71328,0.7675,0.45542,1.40725,1.1054,1.73736,0.000345704,0.000345704,0.000345704
67,14652.8,1.03051,1.11279,1.37496,0.74913,0.71405,0.76566,0.45414,1.40571,1.10424,1.73746,0.000333211,0.000333211,0.000333211
68,14820.4,1.01966,1.1039,1.36767,0.74483,0.7216,0.7718,0.45715,1.40812,1.10279,1.74137,0.000320931,0.000320931,0.000320931
69,14988.4,1.0127,1.09996,1.36349,0.74228,0.71763,0.77294,0.45558,1.40983,1.10422,1.74347,0.000308878,0.000308878,0.000308878
70,15158.4,1.01557,1.08521,1.36271,0.7723,0.68763,0.77079,0.45451,1.41367,1.10705,1.74812,0.000297062,0.000297062,0.000297062
71,15330.8,1.00234,1.07964,1.35842,0.75359,0.70924,0.77199,0.45535,1.41489,1.10497,1.75013,0.000285497,0.000285497,0.000285497
72,15503.7,1.00049,1.0749,1.34999,0.75572,0.71341,0.77166,0.45432,1.41737,1.1045,1.75483,0.000274192,0.000274192,0.000274192
73,15675.9,0.9953,1.06096,1.3441,0.74919,0.7222,0.77017,0.45451,1.41864,1.10736,1.75883,0.000263159,0.000263159,0.000263159
