epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,36635.9,1.04906,0.61216,1.05717,0.88075,0.84325,0.90776,0.70197,0.72733,0.42185,0.94856,0.000397568,0.000397568,0.000397568
63,37391.3,1.04831,0.61043,1.05171,0.88242,0.84209,0.90749,0.70229,0.72454,0.42024,0.94669,0.000384344,0.000384344,0.000384344
64,38107.5,1.03965,0.60509,1.04962,0.88633,0.83887,0.90794,0.70271,0.72339,0.41854,0.94635,0.000371283,0.000371283,0.000371283
65,38779.2,1.03757,0.60672,1.05151,0.88242,0.84642,0.90766,0.70288,0.72365,0.41792,0.94746,0.000358399,0.000358399,0.000358399
66,39364.2,1.03088,0.5966,1.04792,0.88264,0.84882,0.90806,0.70274,0.72437,0.41841,0.94918,0.000345704,0.000345704,0.000345704
67,39941.4,1.03382,0.59918,1.04993,0.87745,0.85,0.90803,0.70243,0.72412,0.41989,0.94794,0.000333211,0.000333211,0.000333211
68,40517.3,1.03501,0.59758,1.04787,0.8801,0.84909,0.9082,0.70212,0.72295,0.42114,0.94597,0.000320931,0.000320931,0.000320931
69,41099.5,1.02279,0.58878,1.04679,0.87837,0.84943,0.90821,0.70212,0.72201,0.41965,0.94464,0.000308878,0.000308878,0.000308878
70,41746.8,1.01632,0.5878,1.04201,0.88043,0.84837,0.9071,0.70061,0.72328,0.41891,0.94544,0.000297062,0.000297062,0.000297062
71,42434.2,1.01336,0.58409,1.03659,0.88018,0.84965,0.90749,0.70126,0.72261,0.41873,0.94475,0.000285497,0.000285497,0.000285497
72,43043.1,1.02149,0.59026,1.04003,0.87861,0.85076,0.90728,0.70091,0.72158,0.41752,0.94349,0.000274192,0.000274192,0.000274192
73,43639.2,1.01286,0.58415,1.03782,0.88163,0.84769,0.90742,0.70181,0.72144,0.41751,0.94386,0.000263159,0.000263159,0.000263159
